question,course,document
"What tool can I use to obtain precision, recall, f1 score, and accuracy for classification tasks?",machine-learning-zoomcamp,2ab49e43
Which function in sklearn provides comprehensive classification metrics?,machine-learning-zoomcamp,2ab49e43
"How can I simultaneously get precision, recall, f1 score, and accuracy metrics?",machine-learning-zoomcamp,2ab49e43
Where can I find a report that includes all classification performance metrics?,machine-learning-zoomcamp,2ab49e43
What is the recommended method for accessing multiple classification evaluation metrics at once?,machine-learning-zoomcamp,2ab49e43
Why am I getting multiple thresholds with the same F1 score and how should I choose the right one?,machine-learning-zoomcamp,b431e7eb
"If multiple thresholds have the same F1 score, is picking the lowest a good strategy?",machine-learning-zoomcamp,b431e7eb
What method can I use to verify my classification results using my own code?,machine-learning-zoomcamp,b431e7eb
"Where can I find tools or libraries to obtain precision, recall, and F1-score?",machine-learning-zoomcamp,b431e7eb
Who contributed guidance on choosing thresholds and verifying results in this section?,machine-learning-zoomcamp,b431e7eb
"What does 'ValueError: This solver needs samples of at least 2 classes in the data, but the data contains only one class: 0' mean when evaluating my classification model?",machine-learning-zoomcamp,c5fdeba9
Why am I being told that my data only contains zeros when using evaluation metrics for classification?,machine-learning-zoomcamp,c5fdeba9
How can I address the error regarding my data containing only one class during classification?,machine-learning-zoomcamp,c5fdeba9
What step should I take if my classification data analysis results in only zeros?,machine-learning-zoomcamp,c5fdeba9
Why is it important for my data to have samples of at least two classes when evaluating a classification model?,machine-learning-zoomcamp,c5fdeba9
What tool can I use to generate colorful classification reports?,machine-learning-zoomcamp,b8c9eaf1
Is there a library that integrates scikit-learn and matplotlib for visualization?,machine-learning-zoomcamp,b8c9eaf1
How can I enhance the appearance of my classification report?,machine-learning-zoomcamp,b8c9eaf1
Who is the author mentioned in the section about visual classification reports?,machine-learning-zoomcamp,b8c9eaf1
What library provides visualizations for classification models?,machine-learning-zoomcamp,b8c9eaf1
Why don't my homework results match exactly?,machine-learning-zoomcamp,c54058a1
What should I do if my homework answer isn't precise?,machine-learning-zoomcamp,c54058a1
Is it acceptable to have slight differences in homework results?,machine-learning-zoomcamp,c54058a1
How should I respond to inexact answers in homework?,machine-learning-zoomcamp,c54058a1
What's recommended if my homework results aren't exact?,machine-learning-zoomcamp,c54058a1
How can I evaluate feature importance of numerical variables using the 2021 course solutions?,machine-learning-zoomcamp,b4b85c4b
Where can I find instructions on using roc_auc_score for feature importance?,machine-learning-zoomcamp,b4b85c4b
Which resource should I refer to for using AUC in numerical feature evaluation?,machine-learning-zoomcamp,b4b85c4b
Can you guide me on the method to assess numerical variables importance using AUC?,machine-learning-zoomcamp,b4b85c4b
What scoring method is recommended for evaluating feature importance of numerical variables?,machine-learning-zoomcamp,b4b85c4b
What parameters should be used when calculating the ROC AUC score with sklearn?,machine-learning-zoomcamp,7d40f6f6
How is each numerical value used in computing the AUC according to the FAQ?,machine-learning-zoomcamp,7d40f6f6
What are 'y_true' and 'y_score' in the context of calculating the ROC AUC score?,machine-learning-zoomcamp,7d40f6f6
"When using sklearn's roc_auc_score, what does 'y_score' represent?",machine-learning-zoomcamp,7d40f6f6
Can you explain the role of 'y_true' in the computation of ROC AUC score as mentioned in the document?,machine-learning-zoomcamp,7d40f6f6
Which dataset is required for calculating the metrics from Question 3?,machine-learning-zoomcamp,f5dc446c
"For Question 3, which dataset is specified for metric computation?",machine-learning-zoomcamp,f5dc446c
What dataset is used for Questions 3 and beyond for metrics?,machine-learning-zoomcamp,f5dc446c
In which dataset should the metrics for Question 3 be computed?,machine-learning-zoomcamp,f5dc446c
"To compute metrics in Question 3, which dataset is essential?",machine-learning-zoomcamp,f5dc446c
"What is the purpose of using KFold with n_splits, shuffle, and random_state parameters?",machine-learning-zoomcamp,d30fc29d
Why does changing the random_state in KFold affect results?,machine-learning-zoomcamp,d30fc29d
Does it matter if the KFold object is created inside or outside the loop?,machine-learning-zoomcamp,d30fc29d
What impact does shuffling the dataset have when using KFold?,machine-learning-zoomcamp,d30fc29d
"Is it more efficient to create the KFold object before entering the loop, and why?",machine-learning-zoomcamp,d30fc29d
What is the correct way to pass parameters to roc_auc_score for evaluating feature importance?,machine-learning-zoomcamp,8eca9f73
"Why do I get a ValueError: multi_class must be in ('ovo', 'ovr') when using roc_auc_score?",machine-learning-zoomcamp,8eca9f73
How should I pass df_train and y_train to roc_auc_score to avoid errors?,machine-learning-zoomcamp,8eca9f73
What error arises from incorrectly passing parameters to roc_auc_score?,machine-learning-zoomcamp,8eca9f73
How can I resolve the ValueError when evaluating numerical variables with roc_auc_score?,machine-learning-zoomcamp,8eca9f73
How can I track the execution progress and wait times in my code?,machine-learning-zoomcamp,7b9eb7f7
What library is recommended for monitoring code progress with a terminal bar?,machine-learning-zoomcamp,7b9eb7f7
Which Python module provides a terminal progress bar as per Krishna Anand?,machine-learning-zoomcamp,7b9eb7f7
What import statement is used for implementing a progress bar in Python?,machine-learning-zoomcamp,7b9eb7f7
How does one integrate a terminal progress bar into Python scripts?,machine-learning-zoomcamp,7b9eb7f7
Why should variables with ROC AUC scores below the threshold be inverted or negated?,machine-learning-zoomcamp,c4aaeed9
How does inverting variables help in dealing with negatively correlated features?,machine-learning-zoomcamp,c4aaeed9
What impact does negating variables have on feature importance?,machine-learning-zoomcamp,c4aaeed9
In what way does inverting variables affect model performance?,machine-learning-zoomcamp,c4aaeed9
Why is it important for the direction of correlation to align with machine learning algorithm expectations?,machine-learning-zoomcamp,c4aaeed9
"What is the main difference between predict(X) and predict_proba(X)[:, 1] in classification tasks?",machine-learning-zoomcamp,3af31e2a
Why might using predict(X) for classification yield incorrect evaluation values?,machine-learning-zoomcamp,3af31e2a
"What does predict_proba(X)[:, 1] provide that predict(X) does not in classification?",machine-learning-zoomcamp,3af31e2a
Who mentioned that predict_proba shows probabilities per class?,machine-learning-zoomcamp,3af31e2a
In which section of the course can I find information about evaluation metrics for classification?,machine-learning-zoomcamp,3af31e2a
What does it mean for FPR and TPR to be 0.0 when the threshold is 1.0?,machine-learning-zoomcamp,746342ff
Why is there no positive predicted value when the threshold is 1.0?,machine-learning-zoomcamp,746342ff
How does the sigmoid function impact predictions with a threshold of 1.0?,machine-learning-zoomcamp,746342ff
What happens to predictions of positive class when the threshold is set to 1.0?,machine-learning-zoomcamp,746342ff
Why are there no true or false positives if the threshold is 1.0?,machine-learning-zoomcamp,746342ff
What method can be used in Matplotlib to annotate a point on a graph?,machine-learning-zoomcamp,bda2c9b3
"How do you annotate a specific X,Y point in Matplotlib with an arrow and text?",machine-learning-zoomcamp,bda2c9b3
Can you provide an example of how to use Matplotlib to highlight the optimal threshold on a graph?,machine-learning-zoomcamp,bda2c9b3
What parameters are required for annotating a graph point in Matplotlib?,machine-learning-zoomcamp,bda2c9b3
How would you visually identify the optimal threshold using annotations in a graph plot?,machine-learning-zoomcamp,bda2c9b3
Is it necessary to completely understand the ROC curve before proceeding?,machine-learning-zoomcamp,41521c92
Should I spend more time on the topic if I find the ROC curve confusing?,machine-learning-zoomcamp,41521c92
What are recommended resources if I struggle with the ROC curve topic?,machine-learning-zoomcamp,41521c92
